*25 R		125	250	500	1000	2000	4000		
150	150	2.0	4.9	8.9	19.0	24.3	14.1		
150	250	1.6	3.9	7.9	16.7	20.0	12.1		
200	200	1.6	3.9	7.5	16.4	19.0	11.8		
150	300	1.6	3.9	7.5	16.4	19.0	11.8		
200	300	1.3	3.3	6.9	14.8	16.1	10.5		
250	250	1.3	3.3	6.9	14.4	15.4	10.2		
150	460	1.6	3.3	7.2	15.4	17.1	10.8		
300	300	1.3	2.6	6.2	13.1	13.5	9.2		
200	460	1.3	3.0	6.6	14.1	14.8	9.8		
250	410	1.3	2.6	6.2	13.1	13.1	8.9		
200	610	1.3	2.6	6.2	13.1	13.5	9.2		
250	510	1.0	2.6	5.9	12.5	12.1	8.5		
300	460	1.0	2.3	5.6	12.1	11.5	8.2		
380	380	1.0	2.3	5.6	11.8	10.8	7.9		
300	610	1.0	2.0	5.6	11.5	10.5	7.5		
250	760	1.0	2.3	5.6	11.8	10.8	7.9		
460	460	1.0	2.0	5.2	10.8	9.5	7.2		
380	560	1.0	2.0	5.2	10.8	9.5	7.2		
300	910	1.0	2.0	5.2	10.8	9.5	7.2		
380	760	1.0	1.6	4.9	10.2	8.5	6.6		
460	710	0.7	1.6	4.6	9.8	7.9	6.2		
610	610	0.7	1.6	4.6	9.2	7.2	5.9		
460	910	0.7	1.6	4.6	9.2	7.2	5.9		
380	1140	0.7	1.6	4.6	9.5	7.9	6.2		
610	910	0.7	1.3	3.9	8.5	6.2	5.2		
760	760	0.7	1.3	3.9	8.2	5.9	5.2		
460	1370	0.7	1.3	4.3	8.9	6.6	5.6		
610	1220	0.7	1.3	3.9	7.9	5.6	4.9		
910	910	0.7	1.0	3.6	7.5	5.2	4.6		
760	1140	0.7	1.0	3.6	7.5	5.2	4.6		
610	1830	0.7	1.0	3.6	7.5	5.2	4.6		
1070	1070	0.7	1.0	3.3	6.9	4.6	4.3		
760	1520	0.7	1.0	3.6	7.2	4.6	4.3		
910	1370	0.3	1.0	3.3	6.9	4.3	3.9		
1220	1220	0.3	1.0	3.3	6.6	3.9	3.9		
910	1830	0.3	1.0	3.3	6.6	3.9	3.9		
910	1830	0.3	0.7	3.0	6.2	3.6	3.6		
760	2290	0.3	1.0	3.3	6.9	4.3	3.9		
1070	1630	0.3	1.0	3.0	6.2	3.9	3.6		
1220	1830	0.3	0.7	3.0	5.9	3.3	3.3		
1070	2130	0.3	0.7	3.0	5.9	3.6	3.6		
1020	2440	0.3	0.7	2.6	5.6	3.3	3.3		
1070	3200	0.3	0.7	3.0	5.6	3.3	3.3		
1020	3660	0.3	0.7	2.6	5.2	3.0	3.0		
*50 R		125	250	500	1000	2000	4000		
150	150	2.6	9.5	16.1	23.6	24.3	14.1		
150	250	2.3	7.9	14.4	21.0	20.0	12.1		
200	200	2.0	7.5	13.8	20.3	19.0	11.8		
150	300	2.0	7.5	13.8	20.3	19.0	11.8		
200	300	2.0	6.2	12.8	18.4	16.1	10.5		
250	250	2.0	6.2	12.5	18.0	15.4	10.2		
150	460	2.0	6.9	13.1	19.0	17.1	10.8		
300	300	1.6	5.2	11.5	16.4	13.5	9.2		
200	460	1.6	5.9	12.1	17.7	14.8	9.8		
250	410	1.6	5.2	11.2	16.4	13.1	8.9		
200	610	1.6	5.2	11.5	16.4	13.5	9.2		
250	510	1.3	4.9	10.8	15.7	12.1	8.5		
300	460	1.3	4.6	10.5	15.1	11.5	8.2		
380	380	1.3	4.3	10.2	14.8	10.8	7.9		
300	610	1.3	4.3	9.8	14.1	10.5	7.5		
250	760	1.3	4.3	10.2	14.8	10.8	7.9		
460	460	1.3	3.9	9.5	13.5	9.5	7.2		
380	560	1.3	3.9	9.5	13.5	9.5	7.2		
300	910	1.3	3.9	9.5	13.5	9.5	7.2		
380	760	1.0	3.6	8.9	12.8	8.5	6.6		
460	710	1.0	3.3	8.5	12.1	7.9	6.2		
610	610	1.0	3.0	8.2	11.5	7.2	5.9		
460	910	1.0	3.0	8.2	11.5	7.2	5.9		
380	1140	1.0	3.3	8.5	11.8	7.9	6.2		
610	910	1.0	2.6	7.5	10.5	6.2	5.2		
760	760	0.7	2.6	7.2	10.2	5.9	5.2		
460	1370	1.0	2.6	7.5	10.8	6.6	5.6		
610	1220	0.7	2.3	7.2	9.8	5.6	4.9		
910	910	0.7	2.3	6.6	9.5	5.2	4.6		
760	1140	0.7	2.3	6.6	9.5	5.2	4.6		
610	1830	0.7	2.3	6.6	9.5	5.2	4.6		
1070	1070	0.7	2.0	6.2	8.5	4.6	4.3		
760	1520	0.7	2.0	6.2	8.9	4.6	4.3		
910	1370	0.7	2.0	6.2	8.5	4.3	3.9		
1220	1220	0.7	1.6	5.9	8.2	3.9	3.9		
910	1830	0.7	1.6	5.9	8.2	3.9	3.9		
910	1830	0.7	1.6	5.6	7.5	3.6	3.6		
760	2290	0.7	1.6	5.9	8.5	4.3	3.9		
1070	1630	0.7	1.6	5.6	7.9	3.9	3.6		
1220	1830	0.7	1.3	5.2	7.5	3.3	3.3		
1070	2130	0.7	1.6	5.2	7.5	3.6	3.6		
1020	2440	0.3	1.3	4.9	6.9	3.3	3.3		
1070	3200	0.3	1.3	5.2	7.2	3.3	3.3		
1020	3660	0.3	1.3	4.9	6.6	3.0	3.0		
*25 C	63	125	250	500	1000	2000	4000	8000	
150	1.25	1.94	3.05	5.02	7.12	7.58	6.69	4.13	
205	1.05	1.77	2.92	4.92	7.19	7.12	6.00	3.87	
255	0.89	1.64	2.79	4.86	7.22	6.69	5.38	3.67	
305	0.75	1.51	2.66	4.76	7.15	6.27	4.86	3.44	
355	0.62	1.38	2.53	4.69	7.02	5.87	4.40	3.28	
405	0.52	1.25	2.4	4.59	6.82	5.48	3.97	3.12	
460	0.43	1.15	2.26	4.49	6.59	5.12	3.61	2.95	
510	0.36	1.02	2.13	4.4	6.30	4.76	3.28	2.85	
560	0.26	0.92	2	4.3	5.97	4.40	3.02	2.72	
610	0.23	0.82	1.87	4.2	5.61	4.07	2.79	2.62	
660	0.16	0.72	1.74	4.07	5.22	3.74	2.59	2.53	
710	0.1	0.62	1.61	3.94	4.79	3.41	2.43	2.43	
760	0.07	0.52	1.48	3.81	4.36	3.12	2.26	2.33	
